"dt","brand","models","source","average_daily_price"
"2023-10-09","Converse","Ctas Pro Mid ","CCS.com",74.95
"2023-10-04","DAKINE","Friendly Foam Vanish Sandals","Tactics.com",0.0
"2023-10-02","Emerica","Wino G6 Slip-On Shoes","Tactics.com",74.95
"2023-10-15","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-10-14","Last Resort","VM001 - Suede Low Top ","Tactics.com",93.28
"2023-10-11","Lakai","Terrace ","Tactics.com",84.95
"2023-10-27","DAKINE","Kiawe Sandals","Tactics.com",0.0
"2023-10-26","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-20","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-11","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-04","DC","Manual Hi ","Tactics.com",0.0
"2023-10-04","Lakai","Terrace ","Tactics.com",86.95
"2023-10-07","Globe","Sabre ","CCS.com",159.95
"2023-10-12","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-10","Emerica","Dickson G6 ","Tactics.com",79.95
"2023-10-12","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-19","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-26","Reebok","Club C Bulc ","CCS.com",89.95
"2023-10-24","Emerica","Provost G6 ","Tactics.com",84.95
"2023-10-20","Opus","Court side Hi ","CCS.com",69.95
"2023-10-18","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-21","Lakai","x Pacifico Owen Vlk ","CCS.com",64.95
"2023-10-21","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-18","Lakai","Trudger ","Tactics.com",89.95
"2023-10-01","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-26","Last Resort","Resort AB x Spitfire VM003 Canvas ","CCS.com",89.95
"2023-10-23","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-27","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-27","Opus","Standard Mid ","CCS.com",74.95
"2023-10-23","Lakai","Essex ","Tactics.com",74.95
"2023-10-01","DC","Kalis Lite ","CCS.com",79.95
"2023-10-28","eS","The Muska ","Tactics.com",149.95
"2023-10-12","DC","Villain Slippers","Tactics.com",0.0
"2023-10-22","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-02","Etnies","Jefferson Mtw ","CCS.com",99.95
"2023-10-16","Saucony","Shadow 6000 ","CCS.com",111.98
"2023-10-09","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-09","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-07","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-07","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com",119.95
"2023-10-03","Globe","Gillette Mid ","CCS.com",129.95
"2023-10-22","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-20","C1rca","AL 50 Slim ","CCS.com",69.95
"2023-10-07","Converse","Louie Lopez Pro Mid ","CCS.com",71.96
"2023-10-21","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-03","Lakai","Essex ","CCS.com",76.95
"2023-10-07","Converse","AS","CCS.com",79.95
"2023-10-19","Emerica","Gamma G6 ","Tactics.com",94.95
"2023-10-19","Lakai","Essex ","Tactics.com",74.95
"2023-10-26","Emerica","Provost G6 ","Tactics.com",84.95
"2023-10-19","Adidas","Busenitz Pro ","Tactics.com",84.95
"2023-10-03","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-15","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-03","Footprint","Liberty ","Tactics.com",0.0
"2023-10-01","Emerica","x Biltwell Wino G6 Slip","CCS.com",74.95
"2023-10-21","Nike SB","SB Zoom Janoski OG Plus ","CCS.com",94.95
"2023-10-19","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-27","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-17","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-19","Rainbow Sandals","Classic Rubber Single Layer Eco Sandals","Tactics.com",0.0
"2023-10-06","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-20","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-11","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-08","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-09-30","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-28","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-28","Opus","Standard Low ","CCS.com",64.95
"2023-10-26","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-20","Adidas","Busenitz Vulc II ","CCS.com",74.95
"2023-10-24","Lakai","x Pacifico Telford ","CCS.com",99.95
"2023-10-25","Lakai","x Pacifico Cambridge ","CCS.com",79.95
"2023-10-01","Nike SB","SB Blazer Low Pro GT Prm ","CCS.com",89.95
"2023-10-04","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-15","Adidas","Tyshawn Low ","CCS.com",84.95
"2023-10-16","DAKINE","Kiawe Sandals","Tactics.com",0.0
"2023-10-12","Lakai","Trudger ","Tactics.com",89.95
"2023-10-03","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-04","New","Balance 997H ","CCS.com",89.95
"2023-09-30","Nike SB","SB Zoom Pogo Plus Prm ","CCS.com",94.95
"2023-10-02","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-22","Reebok","Club C Bulc ","CCS.com",89.95
"2023-10-11","eS","Accel Slim Mid ","CCS.com",94.95
"2023-10-20","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-28","Adidas","Tyshawn Low ","CCS.com",84.95
"2023-10-25","New","Balance 417 Villani ","CCS.com",89.95
"2023-09-30","Reebok","Club C Mid II ","CCS.com",89.95
"2023-10-01","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-12","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-11","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-06","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-10","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-14","eS","Accel OG ","Tactics.com",84.95
"2023-10-01","DC","Pure High","CCS.com",94.95
"2023-10-13","Converse","Chuck 70 Ox ","CCS.com",84.95
"2023-10-26","Opus","Court Hi ","CCS.com",69.95
"2023-10-21","Opus","Honey Slip ","CCS.com",64.95
"2023-10-09","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-09-30","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-18","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-20","Rainbow Sandals","The Rastafarian Sandals","Tactics.com",0.0
"2023-10-04","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-20","Last Resort","VM003 - Canvas High Top ","Tactics.com",89.95
"2023-10-12","Nike SB","Leo ","Tactics.com",94.95
"2023-10-14","eS","Penny 2 ","Tactics.com",0.0
"2023-10-10","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-24","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-09-30","Saucony","Shadow 6000 ","CCS.com",119.95
"2023-10-05","Lakai","Telford Low ","Tactics.com",84.95
"2023-10-28","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-11","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com",119.95
"2023-09-30","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-13","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-09","Last Resort","Resort AB VM002 Suede ","CCS.com",89.95
"2023-10-22","Converse","Chuck Taylor All Star Pro ","Tactics.com",74.95
"2023-10-04","Emerica","Gamma G6 ","Tactics.com",94.95
"2023-10-14","Adidas","Busenitz ","CCS.com",84.95
"2023-10-28","Nike SB","Leo ","Tactics.com",94.95
"2023-10-16","Saucony","Jazz Court ","CCS.com",70.0
"2023-09-30","Etnies","Jefferson Mtw ","CCS.com",99.95
"2023-10-18","Lakai","Terrace ","Tactics.com",84.95
"2023-10-25","Etnies","Windrow ","Tactics.com",79.95
"2023-10-28","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-10-09","Vans","Snow Lodge Mid guard Slipper","Tactics.com",84.95
"2023-10-05","eS","Penny 2 ","CCS.com",99.95
"2023-10-01","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-02","Vans","Skate Old Skool Shoes","Tactics.com",74.95
"2023-10-20","Nike SB","Leo ","Tactics.com",94.95
"2023-10-07","eS","Muska ","CCS.com",149.95
"2023-10-08","Converse","AS","CCS.com",79.95
"2023-10-25","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-01","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-09","Lakai","Cambridge ","Tactics.com",76.95
"2023-10-07","C1rca","AL 50 Slim ","CCS.com",69.95
"2023-10-20","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-18","Converse","Ctas Pro Hi ","CCS.com",74.95
"2023-10-17","Last Resort","VM001 - Suede High Top ","Tactics.com",94.95
"2023-10-14","Converse","AS","CCS.com",79.95
"2023-10-23","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-13","Last Resort","Resort AB VM004 Milic Suede ","CCS.com",94.95
"2023-09-30","DC","Lynx Zero S ","CCS.com",74.95
"2023-10-15","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-10","Adidas","Tyshawn Low ","CCS.com",84.95
"2023-10-23","Emerica","KSL G6 ","Tactics.com",94.95
"2023-10-12","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-20","Vans","Rowan ","CCS.com",84.95
"2023-10-16","Converse","One Star Pro Ox ","CCS.com",74.95
"2023-09-30","Globe","Gillette Mid ","CCS.com",129.95
"2023-10-15","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-27","Etnies","JOSL1N ","Tactics.com",109.95
"2023-10-06","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-27","Last Resort","CM001 - Low Top ","Tactics.com",94.95
"2023-10-16","Globe","Sabre ","CCS.com",159.95
"2023-10-06","Vans","Skate Sk8-Hi Shoes","Tactics.com",79.95
"2023-10-27","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-06","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-24","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-02","Converse","AS","CCS.com",79.95
"2023-10-13","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-23","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-17","Nike SB","Ishod Wair ","Tactics.com",0.0
"2023-10-21","Converse","Chuck Taylor All Star Pro Mid ","CCS.com",52.5
"2023-10-25","C1rca","AL 50 ","CCS.com",69.95
"2023-10-04","Last Resort","Resort AB VM004 Milic Suede ","CCS.com",94.95
"2023-10-27","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-16","New","Balance 508 Westgate ","CCS.com",79.95
"2023-10-27","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-01","Vans","Skate Old Skool Shoes","Tactics.com",74.95
"2023-10-13","Adidas","Busenitz Vulc II ","CCS.com",74.95
"2023-10-09","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-01","Nike SB","BRSB Eco ","Tactics.com",84.95
"2023-10-23","Adidas","Busenitz ","CCS.com",84.95
"2023-10-08","Last Resort","VM001 - Suede Low Top ","Tactics.com",93.28
"2023-10-05","eS","Penny 2 ","Tactics.com",0.0
"2023-10-05","Lakai","Terrace ","Tactics.com",86.95
"2023-10-13","New","Balance 440 Hi ","CCS.com",63.0
"2023-10-05","DC","Metric S x Will ","CCS.com",109.95
"2023-10-07","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-27","Opus","Court side Hi ","CCS.com",69.95
"2023-10-19","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-03","Lakai","EVO 2.0 Shoes","Tactics.com",89.95
"2023-10-20","eS","Penny 2 ","CCS.com",99.95
"2023-10-12","eS","Muska ","CCS.com",149.95
"2023-10-07","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-14","Globe","Mahalo ","CCS.com",84.95
"2023-10-06","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-22","Etnies","Windrow ","Tactics.com",79.95
"2023-09-30","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-17","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-06","Nike SB","Leo ","Tactics.com",94.95
"2023-10-28","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-14","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-13","Emerica","Wino G6 Slip-On Shoes","Tactics.com",72.45
"2023-10-21","Reebok","Pump Tz ","CCS.com",159.95
"2023-10-07","Converse","Chuck 70 Hi ","CCS.com",89.95
"2023-10-04","New","Balance 440 Hi ","CCS.com",63.0
"2023-10-26","Lakai","Terrace ","Tactics.com",86.95
"2023-10-17","New","Balance 580 ","CCS.com",91.0
"2023-10-03","Vans","Skate Half Cab '92 Shoes","Tactics.com",94.95
"2023-10-14","New","Balance 22 ","CCS.com",84.95
"2023-10-16","Vans","Rowan ","CCS.com",84.95
"2023-10-07","Last Resort","VM003 - Canvas High Top ","Tactics.com",89.95
"2023-10-28","Last Resort","VM001 - Suede Low Top ","Tactics.com",89.95
"2023-10-10","Vans","Skate Half Cab ","CCS.com",84.95
"2023-10-07","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-18","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-17","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-17","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-17","Adidas","Busenitz Pro ","Tactics.com",84.95
"2023-10-27","N/A","Previous","Tactics.com",0.0
"2023-10-25","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-14","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-10","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-06","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-12","Converse","Louie Lopez Pro Mid ","CCS.com",71.96
"2023-10-12","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-17","eS","Muska ","CCS.com",149.95
"2023-10-10","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-19","Converse","AS","CCS.com",79.95
"2023-10-11","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-07","eS","The Muska ","Tactics.com",149.95
"2023-10-07","Etnies","MC Rap Hi ","Tactics.com",94.95
"2023-10-07","Lakai","Flaco II ","Tactics.com",79.95
"2023-10-14","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-04","C1rca","AL 50 Slim ","CCS.com",69.95
"2023-10-27","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-10-01","New","Balance 1010 Tiago ","CCS.com",77.0
"2023-10-11","Adidas","Busenitz Pro ","Tactics.com",84.95
"2023-10-21","Lakai","x Pacifico Cambridge ","CCS.com",79.95
"2023-10-22","Lakai","Trudger ","Tactics.com",94.95
"2023-10-09","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-14","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-22","Emerica","Dickson G6 ","Tactics.com",79.95
"2023-10-12","Last Resort","Resort AB VM003 Suede Lo ","CCS.com",89.95
"2023-10-02","Vans","Snow Lodge Mid guard Slipper","Tactics.com",84.95
"2023-10-15","eS","Accel OG ","Tactics.com",89.95
"2023-10-16","Vans","Wayvee ","CCS.com",94.95
"2023-10-28","Etnies","Joslin Vulc ","Tactics.com",94.95
"2023-10-13","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-07","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-25","Globe","Mahalo Plus ","CCS.com",89.95
"2023-10-22","Lakai","Terrace ","Tactics.com",84.95
"2023-10-21","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-19","Opus","Standard Mid ","CCS.com",74.95
"2023-10-15","Globe","Mahalo ","CCS.com",84.95
"2023-10-13","Rainbow Sandals","The Bentley Sandals","Tactics.com",0.0
"2023-10-11","Adidas","Superstar ADV ","CCS.com",99.95
"2023-09-30","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-26","C1rca","CX201R ","CCS.com",79.95
"2023-10-03","Hours","Is Yours Cohiba Sl30 ","CCS.com",88.95
"2023-10-10","Adidas","Busenitz Vulc II ","CCS.com",74.95
"2023-10-26","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-09","Adidas","Busenitz Pro ","Tactics.com",84.95
"2023-10-26","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-18","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-04","eS","Penny 2 ","CCS.com",99.95
"2023-10-13","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-10","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-18","Opus","Court Hi ","CCS.com",69.95
"2023-10-22","Adidas","Superstar ADV ","CCS.com",99.95
"2023-09-30","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-24","N/A","Previous","Tactics.com",0.0
"2023-10-19","Adidas","Busenitz Vulc II ","Tactics.com",74.95
"2023-10-14","Vans","Skate Authentic ","CCS.com",79.95
"2023-10-14","Vans","Skate Old Skool Shoes","Tactics.com",74.95
"2023-10-10","DC","Metric S x Will ","CCS.com",109.95
"2023-10-11","N/A","Previous","Tactics.com",0.0
"2023-10-15","Lakai","Terrace ","Tactics.com",84.95
"2023-10-13","Last Resort","Resort AB VM003 Suede Lo ","CCS.com",89.95
"2023-10-11","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-14","Lakai","EVO 2.0 Shoes","Tactics.com",89.95
"2023-10-20","Vans","Wayvee ","CCS.com",94.95
"2023-10-23","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-22","Converse","AS","CCS.com",79.95
"2023-10-09","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-09","Emerica","Gamma G6 ","Tactics.com",94.95
"2023-10-25","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-04","New","Balance 22 ","CCS.com",84.95
"2023-10-08","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-08","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-02","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-12","Saucony","Jazz Court ","CCS.com",70.0
"2023-10-16","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-08","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-06","Globe","Gillette Mid ","CCS.com",129.95
"2023-10-22","Adidas","Stan Smith ADV ","Tactics.com",94.95
"2023-10-20","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-25","C1rca","805 ","CCS.com",79.95
"2023-10-18","Last Resort","Resort AB VM003 Suede Lo ","CCS.com",89.95
"2023-10-10","Etnies","JOSL1N ","Tactics.com",109.95
"2023-10-16","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-22","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-19","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-16","Emerica","OG","CCS.com",94.95
"2023-10-14","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-06","Converse","Chuck 70 Ox ","CCS.com",84.95
"2023-10-23","Opus","Court Hi ","CCS.com",69.95
"2023-10-09","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-06","Lakai","Terrace ","Tactics.com",84.95
"2023-10-28","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-01","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-24","C1rca","Buckler SK ","CCS.com",69.95
"2023-10-19","Last Resort","Resort AB VM002 Suede ","CCS.com",89.95
"2023-10-12","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-19","Nike SB","Leo ","Tactics.com",94.95
"2023-10-14","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-25","N/A","Previous","Tactics.com",0.0
"2023-10-05","Vans","Skate Half Cab '92 Shoes","Tactics.com",94.95
"2023-10-17","C1rca","AL 50 Slim ","CCS.com",69.95
"2023-10-04","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-10","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-12","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-24","Saucony","Shadow 5000 ","CCS.com",129.95
"2023-10-24","New","Balance 580 ","CCS.com",129.95
"2023-10-23","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-14","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com",109.95
"2023-09-30","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-04","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-12","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-06","Converse","Ctas Pro Hi ","CCS.com",74.95
"2023-10-04","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-07","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-22","Lakai","x Pacifico Owen Vlk ","CCS.com",64.95
"2023-10-04","Globe","Mahalo ","CCS.com",84.95
"2023-10-15","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-15","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-21","Adidas","Samba ADV ","Tactics.com",99.95
"2023-10-12","N/A","Previous","Tactics.com",0.0
"2023-10-05","Vans","Wayvee ","CCS.com",94.95
"2023-10-14","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-19","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-26","eS","The Muska ","Tactics.com",149.95
"2023-10-07","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-09-30","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-22","C1rca","Buckler SK ","CCS.com",69.95
"2023-10-23","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-25","Reebok","Pump Tz ","CCS.com",159.95
"2023-10-24","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-10-08","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-04","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-20","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-19","Globe","Sabre ","CCS.com",159.95
"2023-10-20","Footprint","Liberty ","Tactics.com",0.0
"2023-10-05","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-20","Adidas","Busenitz ","CCS.com",84.95
"2023-10-10","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-01","Vans","Skate Style 53 ","CCS.com",74.95
"2023-10-25","Lakai","x Pacifico Telford ","CCS.com",99.95
"2023-10-19","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-14","Lakai","Trudger ","Tactics.com",89.95
"2023-10-12","Nike SB","Ishod Wair ","Tactics.com",0.0
"2023-10-27","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com",109.95
"2023-10-25","Adidas","Busenitz Pro ","Tactics.com",84.95
"2023-09-30","Adidas","Busenitz ","CCS.com",84.95
"2023-10-06","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-06","Globe","Mahalo ","CCS.com",84.95
"2023-10-27","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-18","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-27","Adidas","Tyshawn Low ","CCS.com",84.95
"2023-10-26","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-09","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-20","Globe","Gillette Mid ","CCS.com",129.95
"2023-10-22","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-25","Last Resort","Resort AB x Spitfire VM001 Suede ","CCS.com","89.95"
"2023-10-21","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-27","Vans","Rowan 2 Pro ","Tactics.com","109.95"
"2023-10-15","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-10","Adidas","Stan Smith ADV ","Tactics.com","94.95"
"2023-10-14","Vans","Wayvee ","CCS.com","94.95"
"2023-10-14","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-16","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-03","Converse","One Star Pro Shaggy Suede ","CCS.com","74.95"
"2023-10-06","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-10","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-27","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-13","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-06","New","Balance 417 Villani ","CCS.com","89.95"
"2023-10-24","Opus","Honey Slip ","CCS.com","64.95"
"2023-10-23","C1rca","805 ","CCS.com","79.95"
"2023-10-10","Vans","Skate Authentic ","CCS.com","79.95"
"2023-10-16","Adidas","Nora ","CCS.com","67.98"
"2023-10-11","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-06","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-03","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-09","New","Balance 440 Hi ","CCS.com","63.00"
"2023-10-07","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-02","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-09-30","Last Resort","VM004 - Milic ","Tactics.com","94.95"
"2023-10-15","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-17","N/A","Previous","Tactics.com","0.00"
"2023-10-06","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-25","Nike SB","Leo ","Tactics.com","94.95"
"2023-10-14","Converse","Louie Lopez Pro Mid ","Tactics.com","79.95"
"2023-10-16","Vans","Skate Authentic ","CCS.com","79.95"
"2023-10-05","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-23","Last Resort","Resort AB x Spitfire VM003 Canvas ","CCS.com","89.95"
"2023-10-10","New","Balance 997H ","CCS.com","89.95"
"2023-10-16","eS","Penny 2 ","CCS.com","99.95"
"2023-10-14","New","Balance 580 ","CCS.com","91.00"
"2023-10-01","Adidas","Nora ","CCS.com","67.98"
"2023-09-30","Lakai","Essex ","CCS.com","76.95"
"2023-09-30","Adidas","Nora ","CCS.com","67.98"
"2023-10-27","New","Balance 580 ","CCS.com","129.95"
"2023-10-19","Emerica","KSL G6 ","Tactics.com","94.95"
"2023-10-09","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com","109.95"
"2023-09-30","Globe","Gillette ","CCS.com","119.95"
"2023-10-25","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-12","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-05","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-21","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-13","Globe","Gillette Mid ","CCS.com","129.95"
"2023-10-23","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-07","Adidas","Tyshawn Pro ","Tactics.com","89.95"
